sibur_exp_years,department,user_id,birthday,Вдовец (вдова),Никогда не состоял (не состояла) в браке,Разведен (разведена),Состоит в зарегистрированном браке,Состоит в незарегистрированном браке,одинокая мать
18.49337899543379,Озерный город,433602817.0,1971-08-19 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433350763.0,1957-01-30 00:00:00,0,0,0,1,0,0
7.83607305936073,Озерный город,433579962.0,1984-10-25 00:00:00,0,0,0,1,0,0
0.1408675799086758,Озерный город,433602516.0,1970-06-12 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433417399.0,1975-03-23 00:00:00,0,1,0,0,0,0
13.39634703196347,Озерный город,433586589.0,1983-08-24 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433441487.0,1955-02-11 00:00:00,0,0,0,1,0,0
5.99337899543379,Озерный город,433586488.0,1984-09-22 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433596242.0,1972-01-02 00:00:00,0,0,1,0,0,0
13.666666666666666,Озерный город,433586187.0,1968-02-03 00:00:00,0,0,0,1,0,0
14.083333333333334,Озерный город,433472047.0,1979-03-12 00:00:00,0,0,0,1,0,0
9.552054794520547,Озерный город,433502963.0,1982-01-05 00:00:00,0,0,0,1,0,0
13.65730593607306,Озерный город,433474584.0,1977-11-29 00:00:00,0,0,0,1,0,0
6.44406392694064,Озерный город,433566890.0,1983-11-24 00:00:00,0,1,0,0,0,0
10.083333333333334,Озерный город,433496731.0,1986-05-19 00:00:00,0,0,0,1,0,0
14.3662100456621,Озерный город,433473337.0,1981-11-26 00:00:00,0,0,0,1,0,0
0.9468036529680365,Озерный город,433601748.0,1993-12-31 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433443548.0,1976-01-31 00:00:00,0,0,0,1,0,0
9.743378995433789,Озерный город,433502017.0,1975-09-14 00:00:00,0,1,0,0,0,0
1.8936073059360732,Озерный город,433586598.0,1983-03-15 00:00:00,0,0,0,1,0,0
7.72420091324201,Озерный город,433528912.0,1980-11-13 00:00:00,0,0,0,1,0,0
11.755479452054795,Озерный город,433589990.0,1977-04-07 00:00:00,0,0,1,0,0,0
14.916666666666666,Озерный город,433333366.0,1976-09-19 00:00:00,0,1,0,0,0,0
6.982420091324201,Озерный город,433542240.0,1979-01-24 00:00:00,0,0,0,1,0,0
1.363470319634703,Озерный город,433591383.0,1994-02-03 00:00:00,0,1,0,0,0,0
1.3525114155251141,Озерный город,433591391.0,1969-02-22 00:00:00,0,1,0,0,0,0
14.901826484018265,Озерный город,433439212.0,1975-01-24 00:00:00,0,0,0,1,0,0
12.568493150684931,Озерный город,433575081.0,1963-09-22 00:00:00,0,0,1,0,0,0
10.505479452054795,Озерный город,433464069.0,1985-11-22 00:00:00,0,0,0,1,0,0
10.629908675799088,Озерный город,433463810.0,1985-01-31 00:00:00,0,0,0,1,0,0
14.666666666666666,Озерный город,433339482.0,1958-06-09 00:00:00,0,1,0,0,0,0
14.916666666666666,Озерный город,433337793.0,1972-06-19 00:00:00,0,0,1,0,0,0
14.916666666666666,Озерный город,433334239.0,1966-09-08 00:00:00,0,0,0,1,0,0
10.441324200913241,Озерный город,433571310.0,1980-10-31 00:00:00,1,0,0,0,0,0
3.041095890410959,Озерный город,433576695.0,1990-11-18 00:00:00,0,0,0,1,0,0
5.482420091324201,Озерный город,433584419.0,1985-02-14 00:00:00,0,0,0,1,0,0
8.215981735159817,Озерный город,433522430.0,1987-05-18 00:00:00,0,0,0,1,0,0
13.815753424657535,Озерный город,433474192.0,1980-01-30 00:00:00,0,0,0,1,0,0
1.3333333333333333,Озерный город,433591662.0,1994-02-21 00:00:00,0,1,0,0,0,0
14.916666666666666,Озерный город,433334839.0,1971-11-08 00:00:00,0,0,0,0,0,1
0.29383561643835615,Озерный город,433602182.0,1996-10-15 00:00:00,0,1,0,0,0,0
0.2773972602739726,Озерный город,433602287.0,1995-05-24 00:00:00,0,1,0,0,0,0
2.935844748858447,Озерный город,433586633.0,1988-06-26 00:00:00,0,1,0,0,0,0
6.930365296803653,Озерный город,433543260.0,1988-07-26 00:00:00,0,1,0,0,0,0
1.8936073059360732,Озерный город,433586711.0,1981-08-12 00:00:00,0,0,0,1,0,0
4.591552511415525,Озерный город,433566446.0,1981-12-05 00:00:00,0,0,0,1,0,0
12.083333333333334,Озерный город,433599793.0,1976-06-09 00:00:00,0,0,0,0,1,0
14.916666666666666,Озерный город,433399347.0,1963-09-27 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433391565.0,1975-02-15 00:00:00,0,0,0,1,0,0
0.10799086757990867,Озерный город,433602939.0,1996-02-26 00:00:00,0,1,0,0,0,0
7.274657534246575,Озерный город,433538910.0,1989-02-05 00:00:00,0,0,0,1,0,0
10.083333333333334,Озерный город,433496133.0,1987-08-15 00:00:00,0,1,0,0,0,0
4.102511415525114,Озерный город,433570016.0,1990-03-09 00:00:00,0,1,0,0,0,0
14.885388127853881,Озерный город,433597389.0,1977-05-27 00:00:00,0,0,1,0,0,0
3.6666666666666665,Озерный город,433578798.0,1987-05-24 00:00:00,0,1,0,0,0,0
0.07945205479452055,Озерный город,433602981.0,1992-02-04 00:00:00,0,1,0,0,0,0
14.916666666666666,Озерный город,433384296.0,1965-12-06 00:00:00,0,1,0,0,0,0
14.916666666666666,Озерный город,433385180.0,1966-06-06 00:00:00,0,0,1,0,0,0
12.685844748858447,Озерный город,433454980.0,1983-01-03 00:00:00,0,0,0,1,0,0
9.17214611872146,Озерный город,433508017.0,1986-11-19 00:00:00,0,0,0,1,0,0
7.357990867579908,Озерный город,433537289.0,1985-10-29 00:00:00,0,1,0,0,0,0
6.166666666666667,Озерный город,433557464.0,1987-12-06 00:00:00,0,1,0,0,0,0
5.255479452054795,Озерный город,433564136.0,1989-12-26 00:00:00,0,0,0,1,0,0
5.113470319634703,Озерный город,433595539.0,1981-08-14 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433595461.0,1974-06-12 00:00:00,0,0,0,1,0,0
1.5547945205479452,Озерный город,433595563.0,1985-08-09 00:00:00,0,0,0,1,0,0
7.960502283105023,Озерный город,433595483.0,1986-08-13 00:00:00,0,0,0,1,0,0
3.5833333333333335,Озерный город,433595445.0,1980-06-18 00:00:00,0,0,0,1,0,0
5.823972602739726,Озерный город,433595492.0,1990-06-05 00:00:00,0,0,0,1,0,0
2.7856164383561643,Озерный город,433595517.0,1990-10-02 00:00:00,0,0,0,1,0,0
21.177625570776257,Озерный город,433595431.0,1965-01-18 00:00:00,0,0,0,1,0,0
2.1381278538812785,Озерный город,433595283.0,1994-08-21 00:00:00,0,1,0,0,0,0
2.771917808219178,Озерный город,433595296.0,1993-07-11 00:00:00,0,0,0,1,0,0
0.11621004566210044,Озерный город,433602918.0,1990-07-18 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433595347.0,1958-01-05 00:00:00,0,0,0,1,0,0
1.7433789954337897,Озерный город,433595384.0,1985-04-25 00:00:00,0,0,0,1,0,0
22.33607305936073,Озерный город,433595392.0,1969-05-15 00:00:00,0,0,0,1,0,0
4.93310502283105,Озерный город,433595711.0,1987-01-09 00:00:00,0,1,0,0,0,0
24.42214611872146,Озерный город,433595787.0,1957-08-29 00:00:00,0,0,0,1,0,0
2.140867579908676,Озерный город,433595698.0,1976-04-22 00:00:00,0,0,0,1,0,0
3.588812785388128,Озерный город,433595733.0,1963-05-14 00:00:00,0,0,0,1,0,0
3.643607305936073,Озерный город,433595747.0,1990-08-07 00:00:00,0,0,0,1,0,0
1.4659817351598174,Озерный город,433595812.0,1985-06-11 00:00:00,0,0,0,1,0,0
20.177625570776257,Озерный город,433595797.0,1978-10-26 00:00:00,0,1,0,0,0,0
11.602511415525115,Озерный город,433595760.0,1963-07-30 00:00:00,0,0,0,1,0,0
10.666666666666666,Озерный город,433599545.0,1961-01-01 00:00:00,0,0,0,1,0,0
5.882648401826484,Озерный город,433599285.0,1981-07-22 00:00:00,0,0,0,1,0,0
11.624429223744293,Озерный город,433599232.0,1970-04-27 00:00:00,0,0,0,1,0,0
4.777397260273973,Озерный город,433599269.0,1984-05-28 00:00:00,0,1,0,0,0,0
5.455022831050228,Озерный город,433599245.0,1985-07-12 00:00:00,0,0,0,1,0,0
4.038356164383561,Озерный город,433599335.0,1978-10-16 00:00:00,0,1,0,0,0,0
14.893607305936074,Озерный город,433599318.0,1960-02-10 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433599483.0,1965-09-26 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433599494.0,1978-04-28 00:00:00,0,0,0,1,0,0
21.952283105022833,Озерный город,433599433.0,1972-11-17 00:00:00,0,0,1,0,0,0
11.20228310502283,Озерный город,433599294.0,1970-05-28 00:00:00,0,0,1,0,0,0
14.916666666666666,Озерный город,433599445.0,1973-03-09 00:00:00,0,0,1,0,0,0
11.752739726027396,Озерный город,433599746.0,1983-08-25 00:00:00,0,1,0,0,0,0
2.618949771689498,Озерный город,433599463.0,1972-07-11 00:00:00,0,1,0,0,0,0
7.191324200913242,Озерный город,433599519.0,1981-06-12 00:00:00,0,0,0,1,0,0
12.841552511415525,Озерный город,433599538.0,1960-08-27 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433599363.0,1973-07-09 00:00:00,0,1,0,0,0,0
5.321232876712329,Озерный город,433602110.0,1992-10-07 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433599384.0,1964-08-28 00:00:00,0,1,0,0,0,0
13.944063926940638,Озерный город,433599411.0,1980-12-22 00:00:00,0,0,0,1,0,0
7.732420091324201,Озерный город,433599348.0,1968-10-25 00:00:00,0,0,0,1,0,0
5.640867579908676,Озерный город,433602143.0,1980-10-18 00:00:00,0,0,0,1,0,0
13.304794520547945,Озерный город,433593162.0,1980-10-27 00:00:00,0,0,0,1,0,0
13.174885844748857,Озерный город,433475144.0,1983-04-29 00:00:00,0,0,1,0,0,0
10.285616438356165,Озерный город,433594869.0,1984-01-03 00:00:00,0,0,0,1,0,0
7.632648401826484,Озерный город,433530883.0,1984-04-30 00:00:00,0,0,0,1,0,0
13.996118721461187,Озерный город,433470714.0,1982-02-26 00:00:00,0,0,1,0,0,0
4.666666666666667,Озерный город,433566012.0,1990-08-06 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433417216.0,1975-03-04 00:00:00,0,1,0,0,0,0
14.916666666666666,Озерный город,433334498.0,1965-01-27 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433380434.0,1954-10-20 00:00:00,0,0,0,1,0,0
5.299315068493151,Озерный город,433593462.0,1990-04-29 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433393632.0,1976-06-03 00:00:00,0,1,0,0,0,0
14.916666666666666,Озерный город,433333516.0,1959-01-13 00:00:00,0,1,0,0,0,0
14.916666666666666,Озерный город,433400181.0,1970-03-03 00:00:00,0,0,0,1,0,0
5.527397260273973,Озерный город,433563785.0,1987-07-16 00:00:00,0,0,0,1,0,0
14.53013698630137,Озерный город,433597566.0,1978-11-17 00:00:00,0,0,0,1,0,0
11.752739726027396,Озерный город,433599738.0,1976-01-23 00:00:00,0,1,0,0,0,0
11.752739726027396,Озерный город,433599686.0,1975-12-02 00:00:00,0,0,0,1,0,0
8.129908675799088,Озерный город,433599713.0,1985-07-28 00:00:00,0,0,0,1,0,0
11.752739726027396,Озерный город,433599662.0,1977-12-26 00:00:00,0,0,0,0,0,1
11.752739726027396,Озерный город,433599690.0,1981-09-14 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433427093.0,1974-06-05 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433420410.0,1977-08-10 00:00:00,0,0,0,1,0,0
9.632648401826485,Озерный город,433502247.0,1981-03-10 00:00:00,0,0,0,1,0,0
9.826712328767123,Озерный город,433500589.0,1985-10-13 00:00:00,0,0,0,1,0,0
8.374429223744293,Озерный город,433518898.0,1987-09-30 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433385738.0,1969-09-03 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433434548.0,1955-12-07 00:00:00,0,0,0,1,0,0
10.110730593607306,Озерный город,433495966.0,1987-08-25 00:00:00,0,0,0,1,0,0
11.546575342465754,Озерный город,433471635.0,1984-01-11 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433400830.0,1967-06-12 00:00:00,0,0,1,0,0,0
11.01095890410959,Озерный город,433541115.0,1985-08-08 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433397148.0,1970-01-18 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433391591.0,1975-09-29 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433599884.0,1960-03-23 00:00:00,0,1,0,0,0,0
14.916666666666666,Озерный город,433432163.0,1965-04-23 00:00:00,0,0,1,0,0,0
14.916666666666666,Озерный город,433401499.0,1962-10-09 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433394116.0,1976-08-05 00:00:00,0,0,0,1,0,0
3.0684931506849313,Озерный город,433576543.0,1989-11-07 00:00:00,0,1,0,0,0,0
14.916666666666666,Озерный город,433404619.0,1963-06-27 00:00:00,0,0,1,0,0,0
14.916666666666666,Озерный город,433390232.0,1973-07-30 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433422263.0,1977-04-30 00:00:00,0,0,0,1,0,0
8.43310502283105,Озерный город,433516263.0,1986-05-19 00:00:00,0,0,0,1,0,0
8.29931506849315,Озерный город,433521366.0,1986-03-18 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433414917.0,1970-06-01 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433403411.0,1981-01-14 00:00:00,0,0,0,1,0,0
3.28013698630137,Озерный город,433574565.0,1993-05-09 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433393449.0,1972-01-19 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433392434.0,1976-07-26 00:00:00,0,0,0,1,0,0
13.293835616438356,Озерный город,433454385.0,1984-04-07 00:00:00,0,1,0,0,0,0
14.916666666666666,Озерный город,433425188.0,1981-05-03 00:00:00,0,0,0,1,0,0
9.1162100456621,Озерный город,433508393.0,1986-08-30 00:00:00,0,0,0,1,0,0
11.118949771689499,Озерный город,433475118.0,1983-05-24 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433398482.0,1967-06-01 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433401714.0,1973-02-16 00:00:00,0,0,0,1,0,0
14.51917808219178,Озерный город,433470113.0,1973-02-16 00:00:00,0,0,0,1,0,0
7.610730593607306,Озерный город,433531211.0,1991-01-30 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433416597.0,1960-01-12 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433406887.0,1975-12-05 00:00:00,0,0,0,0,1,0
10.610730593607306,Озерный город,433477436.0,1986-08-19 00:00:00,0,0,0,1,0,0
9.707762557077626,Озерный город,433501883.0,1985-11-28 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433352181.0,1965-02-08 00:00:00,0,0,0,1,0,0
9.113470319634704,Озерный город,433508432.0,1986-12-29 00:00:00,0,1,0,0,0,0
13.985159817351597,Озерный город,433470740.0,1982-06-04 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433382799.0,1960-09-04 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433402817.0,1966-12-19 00:00:00,0,0,1,0,0,0
14.916666666666666,Озерный город,433395839.0,1977-05-07 00:00:00,0,0,0,1,0,0
2.618949771689498,Озерный город,433579188.0,1981-07-24 00:00:00,0,0,0,1,0,0
8.34703196347032,Озерный город,433520091.0,1986-01-11 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433394489.0,1969-11-22 00:00:00,0,0,0,0,1,0
8.34703196347032,Озерный город,433520114.0,1986-01-11 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433431337.0,1971-06-21 00:00:00,0,0,1,0,0,0
14.916666666666666,Озерный город,433395860.0,1977-01-23 00:00:00,0,1,0,0,0,0
14.916666666666666,Озерный город,433400384.0,1966-09-28 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433427860.0,1968-09-21 00:00:00,0,0,1,0,0,0
14.79931506849315,Озерный город,433404569.0,1971-03-05 00:00:00,0,0,0,0,1,0
4.68310502283105,Озерный город,433565946.0,1991-08-28 00:00:00,0,0,0,1,0,0
2.476940639269406,Озерный город,433579911.0,1988-10-24 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433403710.0,1970-08-08 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433438696.0,1967-12-11 00:00:00,0,0,0,1,0,0
2.149086757990868,Озерный город,433587238.0,1992-07-02 00:00:00,0,1,0,0,0,0
10.25,Озерный город,433493730.0,1963-10-12 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433392190.0,1971-06-17 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433427261.0,1969-02-13 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433405316.0,1968-02-10 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433404237.0,1966-09-25 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433398948.0,1965-06-30 00:00:00,0,0,1,0,0,0
14.916666666666666,Озерный город,433388484.0,1976-09-14 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433400535.0,1964-09-23 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433393933.0,1976-04-29 00:00:00,0,0,1,0,0,0
14.916666666666666,Озерный город,433395487.0,1978-06-09 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433395766.0,1961-11-08 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433396784.0,1966-06-11 00:00:00,0,0,0,1,0,0
10.416666666666666,Озерный город,433477668.0,1960-05-01 00:00:00,0,0,0,1,0,0
9.705022831050227,Озерный город,433501897.0,1981-08-22 00:00:00,0,0,0,1,0,0
2.882648401826484,Озерный город,433577647.0,1992-03-21 00:00:00,0,0,0,1,0,0
4.621689497716894,Озерный город,433566269.0,1991-03-15 00:00:00,0,1,0,0,0,0
9.996118721461187,Озерный город,433497962.0,1963-03-06 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433401194.0,1956-08-08 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433392583.0,1977-11-05 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433392711.0,1975-01-29 00:00:00,0,0,0,1,0,0
0.3689497716894977,Озерный город,433602019.0,1999-07-09 00:00:00,0,0,0,1,0,0
2.6244292237442925,Озерный город,433579146.0,1988-06-30 00:00:00,0,0,0,1,0,0
4.729680365296804,Озерный город,433566285.0,1991-05-23 00:00:00,0,0,0,1,0,0
10.333333333333334,Озерный город,433465814.0,1986-01-15 00:00:00,0,0,0,1,0,0
10.804794520547945,Озерный город,433477112.0,1982-01-18 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433393161.0,1958-06-29 00:00:00,0,0,0,1,0,0
14.916666666666666,Озерный город,433396686.0,1958-04-12 00:00:00,0,0,0,1,0,0
6.393607305936073,Озерный город,433549949.0,1987-12-27 00:00:00,0,0,0,1,0,0
